id,title,company,job_url,similarity_score
gd-1009673645805,Co-op - Game Designer (Jun - Dec 2025)),Hasbro Inc.,https://www.glassdoor.com/job-listing/j?jl=1009673645805,0.05767597608286524
gd-1009673681641,Electrical Engineer - IoT Systems,Clopay Corporation,https://www.glassdoor.com/job-listing/j?jl=1009673681641,0.07374733227092835
in-025a0c806f885232,Backend Developer,Sbt Global,https://www.indeed.com/viewjob?jk=025a0c806f885232,0.3472013236102324
